Language_ID,Parameter_ID,Value
Indian South African English,Regularization of plural formation: extension of -s to StE irregular plurals,A
White South African English,Regularization of plural formation: extension of -s to StE irregular plurals,C
Indian English,Regularization of plural formation: extension of -s to StE irregular plurals,A
Pakistani English,Regularization of plural formation: extension of -s to StE irregular plurals,?
Butler English,Regularization of plural formation: extension of -s to StE irregular plurals,A
Sri Lankan English,Regularization of plural formation: extension of -s to StE irregular plurals,D
Hong Kong English,Regularization of plural formation: extension of -s to StE irregular plurals,A
Colloquial Singapore English (Singlish),Regularization of plural formation: extension of -s to StE irregular plurals,B
Malaysian English,Regularization of plural formation: extension of -s to StE irregular plurals,A
Australian English,Regularization of plural formation: extension of -s to StE irregular plurals,?
Australian Vernacular English,Regularization of plural formation: extension of -s to StE irregular plurals,X
Aboriginal English,Regularization of plural formation: extension of -s to StE irregular plurals,A
Roper River Creole (Kriol),Regularization of plural formation: extension of -s to StE irregular plurals,X
Torres Strait Creole,Regularization of plural formation: extension of -s to StE irregular plurals,D
New Zealand English,Regularization of plural formation: extension of -s to StE irregular plurals,D
Norfolk Island/ Pitcairn English,Regularization of plural formation: extension of -s to StE irregular plurals,X
Palmerston English,Regularization of plural formation: extension of -s to StE irregular plurals,A
Acrolectal Fiji English,Regularization of plural formation: extension of -s to StE irregular plurals,B
Pure Fiji English (basilectal FijiE),Regularization of plural formation: extension of -s to StE irregular plurals,B
Bislama,Regularization of plural formation: extension of -s to StE irregular plurals,X
Tok Pisin,Regularization of plural formation: extension of -s to StE irregular plurals,X
Hawaiʼi Creole,Regularization of plural formation: extension of -s to StE irregular plurals,D
Falkland Islands English,Regularization of plural formation: extension of -s to StE irregular plurals,D
St. Helena English,Regularization of plural formation: extension of -s to StE irregular plurals,D
Tristan da Cunha English,Regularization of plural formation: extension of -s to StE irregular plurals,D
Philippine English,Regularization of plural formation: extension of -s to StE irregular plurals,C
Cape Flats English,Regularization of plural formation: extension of -s to StE irregular plurals,D
Orkney and Shetland English,Regularization of plural formation: phonological regularization,D
Scottish English,Regularization of plural formation: phonological regularization,A
Irish English,Regularization of plural formation: phonological regularization,D
Manx English,Regularization of plural formation: phonological regularization,D
Welsh English,Regularization of plural formation: phonological regularization,B
English dialects in the North of England,Regularization of plural formation: phonological regularization,B
English dialects in the Southwest of England,Regularization of plural formation: phonological regularization,?
East Anglian English,Regularization of plural formation: phonological regularization,D
English dialects in the Southeast of England,Regularization of plural formation: phonological regularization,D
Channel Islands English,Regularization of plural formation: phonological regularization,D
British Creole,Regularization of plural formation: phonological regularization,D
Maltese English,Regularization of plural formation: phonological regularization,B
Newfoundland English,Regularization of plural formation: phonological regularization,B
Colloquial American English,Regularization of plural formation: phonological regularization,C
Urban African American Vernacular English,Regularization of plural formation: phonological regularization,A
Rural African American Vernacular English,Regularization of plural formation: phonological regularization,B
Earlier African American Vernacular English,Regularization of plural formation: phonological regularization,?
Ozark English,Regularization of plural formation: phonological regularization,D
Appalachian English,Regularization of plural formation: phonological regularization,D
Southeast American enclave dialects,Regularization of plural formation: phonological regularization,A
Gullah,Regularization of plural formation: phonological regularization,D
Chicano English,Regularization of plural formation: phonological regularization,?
Bahamian English,Regularization of plural formation: phonological regularization,C
Bahamian Creole,Regularization of plural formation: phonological regularization,C
Barbadian Creole (Bajan),Regularization of plural formation: phonological regularization,D
Jamaican English,Regularization of plural formation: phonological regularization,D
Jamaican Creole,Regularization of plural formation: phonological regularization,D
San Andrés Creole,Regularization of plural formation: phonological regularization,D
Belizean Creole,Regularization of plural formation: phonological regularization,D
Guyanese Creole (Creolese),Regularization of plural formation: phonological regularization,D
Eastern Maroon Creole,Regularization of plural formation: phonological regularization,X
Saramaccan,Regularization of plural formation: phonological regularization,X
Sranan,Regularization of plural formation: phonological regularization,D
Trinidadian Creole,Regularization of plural formation: phonological regularization,C
Vincentian Creole,Regularization of plural formation: phonological regularization,D
Krio (Sierra Leone Creole),Regularization of plural formation: phonological regularization,X
Liberian Settler English,Regularization of plural formation: phonological regularization,B
Vernacular Liberian English,Regularization of plural formation: phonological regularization,B
Ghanaian English,Regularization of plural formation: phonological regularization,B
Ghanaian Pidgin,Regularization of plural formation: phonological regularization,X
Nigerian English,Regularization of plural formation: phonological regularization,B
Nigerian Pidgin,Regularization of plural formation: phonological regularization,X
Cameroon English,Regularization of plural formation: phonological regularization,B
Cameroon Pidgin,Regularization of plural formation: phonological regularization,X
Tanzanian English,Regularization of plural formation: phonological regularization,B
Kenyan English,Regularization of plural formation: phonological regularization,C
Ugandan English,Regularization of plural formation: phonological regularization,D
White Zimbabwean English,Regularization of plural formation: phonological regularization,D
Black South African English,Regularization of plural formation: phonological regularization,B
Indian South African English,Regularization of plural formation: phonological regularization,A
White South African English,Regularization of plural formation: phonological regularization,C
Indian English,Regularization of plural formation: phonological regularization,A
Pakistani English,Regularization of plural formation: phonological regularization,D
Butler English,Regularization of plural formation: phonological regularization,A
Sri Lankan English,Regularization of plural formation: phonological regularization,D
Hong Kong English,Regularization of plural formation: phonological regularization,A
Colloquial Singapore English (Singlish),Regularization of plural formation: phonological regularization,A
Malaysian English,Regularization of plural formation: phonological regularization,D
Australian English,Regularization of plural formation: phonological regularization,?
Australian Vernacular English,Regularization of plural formation: phonological regularization,X
Aboriginal English,Regularization of plural formation: phonological regularization,A
Roper River Creole (Kriol),Regularization of plural formation: phonological regularization,X
Torres Strait Creole,Regularization of plural formation: phonological regularization,D
New Zealand English,Regularization of plural formation: phonological regularization,A
Norfolk Island/ Pitcairn English,Regularization of plural formation: phonological regularization,X
Palmerston English,Regularization of plural formation: phonological regularization,?
Acrolectal Fiji English,Regularization of plural formation: phonological regularization,B
Pure Fiji English (basilectal FijiE),Regularization of plural formation: phonological regularization,A
Bislama,Regularization of plural formation: phonological regularization,X
Tok Pisin,Regularization of plural formation: phonological regularization,X
Hawaiʼi Creole,Regularization of plural formation: phonological regularization,C
Falkland Islands English,Regularization of plural formation: phonological regularization,D
St. Helena English,Regularization of plural formation: phonological regularization,B
Tristan da Cunha English,Regularization of plural formation: phonological regularization,B
Philippine English,Regularization of plural formation: phonological regularization,C
Cape Flats English,Regularization of plural formation: phonological regularization,D
Orkney and Shetland English,Plural marking via preposed elements,D
Scottish English,Plural marking via preposed elements,D
Irish English,Plural marking via preposed elements,D
Manx English,Plural marking via preposed elements,D
Welsh English,Plural marking via preposed elements,D
English dialects in the North of England,Plural marking via preposed elements,D
English dialects in the Southwest of England,Plural marking via preposed elements,X
East Anglian English,Plural marking via preposed elements,D
English dialects in the Southeast of England,Plural marking via preposed elements,D
Channel Islands English,Plural marking via preposed elements,D
British Creole,Plural marking via preposed elements,D
